Uploaded_variation,Location,SYMBOL,Gene,GO
rs607703,11:128734279-128734279,FLI1,ENSG00000151702,"GO:0000785:chromatin,GO:0000976:transcription_cis-regulatory_region_binding,GO:0000978:RNA_polymerase_II_cis-regulatory_region_sequence-specific_DNA_binding,GO:0000981:DNA-binding_transcription_factor_activity_-_RNA_polymerase_II-specific,GO:0001228:DNA-binding_transcription_activator_activity_-_RNA_polymerase_II-specific,GO:0003677:DNA_binding,GO:0003682:chromatin_binding,GO:0003700:DNA-binding_transcription_factor_activity,GO:0005515:protein_binding,GO:0005634:nucleus,GO:0005654:nucleoplasm,GO:0005829:cytosol,GO:0006355:regulation_of_DNA-templated_transcription,GO:0006357:regulation_of_transcription_by_RNA_polymerase_II,GO:0007599:hemostasis,GO:0008015:blood_circulation,GO:0009887:animal_organ_morphogenesis,GO:0016604:nuclear_body,GO:0030154:cell_differentiation,GO:0035855:megakaryocyte_development,GO:0043565:sequence-specific_DNA_binding,GO:0045893:positive_regulation_of_DNA-templated_transcription,GO:0045944:positive_regulation_of_transcription_by_RNA_polymerase_II,GO:1990837:sequence-specific_double-stranded_DNA_binding"
rs605093,11:128734337-128734337,FLI1,ENSG00000151702,"GO:0000785:chromatin,GO:0000976:transcription_cis-regulatory_region_binding,GO:0000978:RNA_polymerase_II_cis-regulatory_region_sequence-specific_DNA_binding,GO:0000981:DNA-binding_transcription_factor_activity_-_RNA_polymerase_II-specific,GO:0001228:DNA-binding_transcription_activator_activity_-_RNA_polymerase_II-specific,GO:0003677:DNA_binding,GO:0003682:chromatin_binding,GO:0003700:DNA-binding_transcription_factor_activity,GO:0005515:protein_binding,GO:0005634:nucleus,GO:0005654:nucleoplasm,GO:0005829:cytosol,GO:0006355:regulation_of_DNA-templated_transcription,GO:0006357:regulation_of_transcription_by_RNA_polymerase_II,GO:0007599:hemostasis,GO:0008015:blood_circulation,GO:0009887:animal_organ_morphogenesis,GO:0016604:nuclear_body,GO:0030154:cell_differentiation,GO:0035855:megakaryocyte_development,GO:0043565:sequence-specific_DNA_binding,GO:0045893:positive_regulation_of_DNA-templated_transcription,GO:0045944:positive_regulation_of_transcription_by_RNA_polymerase_II,GO:1990837:sequence-specific_double-stranded_DNA_binding"
rs1805731,12:8942630-8942630,M6PR,ENSG00000003056,"GO:0004888:transmembrane_signaling_receptor_activity,GO:0005515:protein_binding,GO:0005764:lysosome,GO:0005765:lysosomal_membrane,GO:0005768:endosome,GO:0005770:late_endosome,GO:0005794:Golgi_apparatus,GO:0005802:trans-Golgi_network,GO:0005886:plasma_membrane,GO:0006622:protein_targeting_to_lysosome,GO:0006898:receptor-mediated_endocytosis,GO:0007041:lysosomal_transport,GO:0008333:endosome_to_lysosome_transport,GO:0016020:membrane,GO:0019904:protein_domain_specific_binding,GO:0030133:transport_vesicle,GO:0030669:clathrin-coated_endocytic_vesicle_membrane,GO:0032588:trans-Golgi_network_membrane,GO:0033299:secretion_of_lysosomal_enzymes,GO:0048471:perinuclear_region_of_cytoplasm,GO:1905394:retromer_complex_binding"
rs7301381,12:8971336-8971336,KLRG1,ENSG00000139187,-
rs3764021,12:9681032-9681032,CLEC2D,ENSG00000069493,"GO:0004888:transmembrane_signaling_receptor_activity,GO:0005515:protein_binding,GO:0005783:endoplasmic_reticulum,GO:0005886:plasma_membrane,GO:0007166:cell_surface_receptor_signaling_pathway,GO:0009897:external_side_of_plasma_membrane,GO:0009986:cell_surface,GO:0016020:membrane,GO:0030246:carbohydrate_binding,GO:0046703:natural_killer_cell_lectin-like_receptor_binding"
rs11052552,12:9703362-9703362,CLEC2D,ENSG00000069493,"GO:0004888:transmembrane_signaling_receptor_activity,GO:0005515:protein_binding,GO:0005783:endoplasmic_reticulum,GO:0005886:plasma_membrane,GO:0007166:cell_surface_receptor_signaling_pathway,GO:0009897:external_side_of_plasma_membrane,GO:0009986:cell_surface,GO:0016020:membrane,GO:0030246:carbohydrate_binding,GO:0046703:natural_killer_cell_lectin-like_receptor_binding"
rs917911,12:9753255-9753255,CD69,ENSG00000110848,"GO:0004888:transmembrane_signaling_receptor_activity,GO:0005515:protein_binding,GO:0005886:plasma_membrane,GO:0009897:external_side_of_plasma_membrane,GO:0009986:cell_surface,GO:0016020:membrane,GO:0030246:carbohydrate_binding,GO:0032991:protein-containing_complex,GO:0042802:identical_protein_binding,GO:0071466:cellular_response_to_xenobiotic_stimulus"
rs4763879,12:9757568-9757568,CD69,ENSG00000110848,"GO:0004888:transmembrane_signaling_receptor_activity,GO:0005515:protein_binding,GO:0005886:plasma_membrane,GO:0009897:external_side_of_plasma_membrane,GO:0009986:cell_surface,GO:0016020:membrane,GO:0030246:carbohydrate_binding,GO:0032991:protein-containing_complex,GO:0042802:identical_protein_binding,GO:0071466:cellular_response_to_xenobiotic_stimulus"
rs7313065,12:53077434-53077434,SPRYD3,ENSG00000167778,"GO:0005515:protein_binding,GO:0005737:cytoplasm,GO:0007010:cytoskeleton_organization,GO:0007166:cell_surface_receptor_signaling_pathway"
rs705699,12:55991020-55991020,RAB5B,ENSG00000111540,"GO:0000166:nucleotide_binding,GO:0003924:GTPase_activity,GO:0003925:G_protein_activity,GO:0005515:protein_binding,GO:0005525:GTP_binding,GO:0005768:endosome,GO:0005769:early_endosome,GO:0005886:plasma_membrane,GO:0006886:intracellular_protein_transport,GO:0006897:endocytosis,GO:0007032:endosome_organization,GO:0012505:endomembrane_system,GO:0015031:protein_transport,GO:0016020:membrane,GO:0016787:hydrolase_activity,GO:0019003:GDP_binding,GO:0019882:antigen_processing_and_presentation,GO:0030100:regulation_of_endocytosis,GO:0030139:endocytic_vesicle,GO:0030667:secretory_granule_membrane,GO:0030672:synaptic_vesicle_membrane,GO:0030742:GTP-dependent_protein_binding,GO:0031901:early_endosome_membrane,GO:0042470:melanosome,GO:0043231:intracellular_membrane-bounded_organelle,GO:0048227:plasma_membrane_to_endosome_transport,GO:0070062:extracellular_exosome"
rs1701704,12:56018703-56018703,IKZF4,ENSG00000123411,"GO:0000978:RNA_polymerase_II_cis-regulatory_region_sequence-specific_DNA_binding,GO:0003677:DNA_binding,GO:0003700:DNA-binding_transcription_factor_activity,GO:0005515:protein_binding,GO:0005634:nucleus,GO:0005654:nucleoplasm,GO:0006357:regulation_of_transcription_by_RNA_polymerase_II,GO:0008270:zinc_ion_binding,GO:0016604:nuclear_body,GO:0019904:protein_domain_specific_binding,GO:0032991:protein-containing_complex,GO:0043425:bHLH_transcription_factor_binding,GO:0043565:sequence-specific_DNA_binding,GO:0045892:negative_regulation_of_DNA-templated_transcription,GO:0045944:positive_regulation_of_transcription_by_RNA_polymerase_II,GO:0046872:metal_ion_binding,GO:0051260:protein_homooligomerization"
rs705705,12:56041720-56041720,IKZF4,ENSG00000123411,"GO:0000978:RNA_polymerase_II_cis-regulatory_region_sequence-specific_DNA_binding,GO:0003677:DNA_binding,GO:0003700:DNA-binding_transcription_factor_activity,GO:0005515:protein_binding,GO:0005634:nucleus,GO:0005654:nucleoplasm,GO:0006357:regulation_of_transcription_by_RNA_polymerase_II,GO:0008270:zinc_ion_binding,GO:0016604:nuclear_body,GO:0019904:protein_domain_specific_binding,GO:0032991:protein-containing_complex,GO:0043425:bHLH_transcription_factor_binding,GO:0043565:sequence-specific_DNA_binding,GO:0045892:negative_regulation_of_DNA-templated_transcription,GO:0045944:positive_regulation_of_transcription_by_RNA_polymerase_II,GO:0046872:metal_ion_binding,GO:0051260:protein_homooligomerization"
rs10876866,12:56051582-56051582,-,-,-
rs11171739,12:56076841-56076841,ERBB3,ENSG00000065361,"GO:0000166:nucleotide_binding,GO:0003197:endocardial_cushion_development,GO:0004672:protein_kinase_activity,GO:0004713:protein_tyrosine_kinase_activity,GO:0004888:transmembrane_signaling_receptor_activity,GO:0005515:protein_binding,GO:0005524:ATP_binding,GO:0005576:extracellular_region,GO:0005615:extracellular_space,GO:0005886:plasma_membrane,GO:0006468:protein_phosphorylation,GO:0007162:negative_regulation_of_cell_adhesion,GO:0007165:signal_transduction,GO:0007166:cell_surface_receptor_signaling_pathway,GO:0007169:transmembrane_receptor_protein_tyrosine_kinase_signaling_pathway,GO:0007422:peripheral_nervous_system_development,GO:0007507:heart_development,GO:0008284:positive_regulation_of_cell_population_proliferation,GO:0009925:basal_plasma_membrane,GO:0009968:negative_regulation_of_signal_transduction,GO:0010628:positive_regulation_of_gene_expression,GO:0014037:Schwann_cell_differentiation,GO:0014065:phosphatidylinositol_3-kinase_signaling,GO:0014068:positive_regulation_of_phosphatidylinositol_3-kinase_signaling,GO:0016020:membrane,GO:0016021:integral_component_of_membrane,GO:0016301:kinase_activity,GO:0016310:phosphorylation,GO:0016323:basolateral_plasma_membrane,GO:0016324:apical_plasma_membrane,GO:0016328:lateral_plasma_membrane,GO:0016740:transferase_activity,GO:0019838:growth_factor_binding,GO:0021545:cranial_nerve_development,GO:0022008:neurogenesis,GO:0030296:protein_tyrosine_kinase_activator_activity,GO:0031625:ubiquitin_protein_ligase_binding,GO:0033674:positive_regulation_of_kinase_activity,GO:0038023:signaling_receptor_activity,GO:0038131:neuregulin_receptor_activity,GO:0038132:neuregulin_binding,GO:0038133:ERBB2-ERBB3_signaling_pathway,GO:0038143:ERBB3:ERBB2_complex,GO:0042060:wound_healing,GO:0042127:regulation_of_cell_population_proliferation,GO:0042802:identical_protein_binding,GO:0043066:negative_regulation_of_apoptotic_process,GO:0043125:ErbB-3_class_receptor_binding,GO:0043235:receptor_complex,GO:0043524:negative_regulation_of_neuron_apoptotic_process,GO:0046982:protein_heterodimerization_activity,GO:0051048:negative_regulation_of_secretion,GO:0051402:neuron_apoptotic_process,GO:0055025:positive_regulation_of_cardiac_muscle_tissue_development,GO:0061098:positive_regulation_of_protein_tyrosine_kinase_activity,GO:0070886:positive_regulation_of_calcineurin-NFAT_signaling_cascade,GO:0097049:motor_neuron_apoptotic_process,GO:0097192:extrinsic_apoptotic_signaling_pathway_in_absence_of_ligand,GO:0098590:plasma_membrane_region,GO:2000672:negative_regulation_of_motor_neuron_apoptotic_process"
rs2292239,12:56088396-56088396,ERBB3,ENSG00000065361,"GO:0000166:nucleotide_binding,GO:0003197:endocardial_cushion_development,GO:0004672:protein_kinase_activity,GO:0004713:protein_tyrosine_kinase_activity,GO:0004888:transmembrane_signaling_receptor_activity,GO:0005515:protein_binding,GO:0005524:ATP_binding,GO:0005576:extracellular_region,GO:0005615:extracellular_space,GO:0005886:plasma_membrane,GO:0006468:protein_phosphorylation,GO:0007162:negative_regulation_of_cell_adhesion,GO:0007165:signal_transduction,GO:0007166:cell_surface_receptor_signaling_pathway,GO:0007169:transmembrane_receptor_protein_tyrosine_kinase_signaling_pathway,GO:0007422:peripheral_nervous_system_development,GO:0007507:heart_development,GO:0008284:positive_regulation_of_cell_population_proliferation,GO:0009925:basal_plasma_membrane,GO:0009968:negative_regulation_of_signal_transduction,GO:0010628:positive_regulation_of_gene_expression,GO:0014037:Schwann_cell_differentiation,GO:0014065:phosphatidylinositol_3-kinase_signaling,GO:0014068:positive_regulation_of_phosphatidylinositol_3-kinase_signaling,GO:0016020:membrane,GO:0016021:integral_component_of_membrane,GO:0016301:kinase_activity,GO:0016310:phosphorylation,GO:0016323:basolateral_plasma_membrane,GO:0016324:apical_plasma_membrane,GO:0016328:lateral_plasma_membrane,GO:0016740:transferase_activity,GO:0019838:growth_factor_binding,GO:0021545:cranial_nerve_development,GO:0022008:neurogenesis,GO:0030296:protein_tyrosine_kinase_activator_activity,GO:0031625:ubiquitin_protein_ligase_binding,GO:0033674:positive_regulation_of_kinase_activity,GO:0038023:signaling_receptor_activity,GO:0038131:neuregulin_receptor_activity,GO:0038132:neuregulin_binding,GO:0038133:ERBB2-ERBB3_signaling_pathway,GO:0038143:ERBB3:ERBB2_complex,GO:0042060:wound_healing,GO:0042127:regulation_of_cell_population_proliferation,GO:0042802:identical_protein_binding,GO:0043066:negative_regulation_of_apoptotic_process,GO:0043125:ErbB-3_class_receptor_binding,GO:0043235:receptor_complex,GO:0043524:negative_regulation_of_neuron_apoptotic_process,GO:0046982:protein_heterodimerization_activity,GO:0051048:negative_regulation_of_secretion,GO:0051402:neuron_apoptotic_process,GO:0055025:positive_regulation_of_cardiac_muscle_tissue_development,GO:0061098:positive_regulation_of_protein_tyrosine_kinase_activity,GO:0070886:positive_regulation_of_calcineurin-NFAT_signaling_cascade,GO:0097049:motor_neuron_apoptotic_process,GO:0097192:extrinsic_apoptotic_signaling_pathway_in_absence_of_ligand,GO:0098590:plasma_membrane_region,GO:2000672:negative_regulation_of_motor_neuron_apoptotic_process"
rs17178006,12:65324519-65324519,MSRB3,ENSG00000174099,"GO:0005515:protein_binding,GO:0005737:cytoplasm,GO:0005739:mitochondrion,GO:0005783:endoplasmic_reticulum,GO:0005829:cytosol,GO:0006979:response_to_oxidative_stress,GO:0008270:zinc_ion_binding,GO:0016491:oxidoreductase_activity,GO:0016671:oxidoreductase_activity_-_acting_on_a_sulfur_group_of_donors_-_disulfide_as_acceptor,GO:0030091:protein_repair,GO:0033743:peptide-methionine_(R)-S-oxide_reductase_activity,GO:0033745:L-methionine-(R)-S-oxide_reductase_activity,GO:0046872:metal_ion_binding"
rs2255593,12:65543332-65543332,MSRB3-AS1,ENSG00000250748,-
rs2250519,12:65644210-65644210,MSRB3-AS1,ENSG00000250748,-
rs1265564,12:111270654-111270654,CUX2,ENSG00000111249,"GO:0000122:negative_regulation_of_transcription_by_RNA_polymerase_II,GO:0000785:chromatin,GO:0000977:RNA_polymerase_II_transcription_regulatory_region_sequence-specific_DNA_binding,GO:0000978:RNA_polymerase_II_cis-regulatory_region_sequence-specific_DNA_binding,GO:0000981:DNA-binding_transcription_factor_activity_-_RNA_polymerase_II-specific,GO:0001227:DNA-binding_transcription_repressor_activity_-_RNA_polymerase_II-specific,GO:0003677:DNA_binding,GO:0005515:protein_binding,GO:0005634:nucleus,GO:0006355:regulation_of_DNA-templated_transcription,GO:0006357:regulation_of_transcription_by_RNA_polymerase_II,GO:0007614:short-term_memory,GO:0010628:positive_regulation_of_gene_expression,GO:0043231:intracellular_membrane-bounded_organelle,GO:0043565:sequence-specific_DNA_binding,GO:0045892:negative_regulation_of_DNA-templated_transcription,GO:0050775:positive_regulation_of_dendrite_morphogenesis,GO:0050890:cognition,GO:0051965:positive_regulation_of_synapse_assembly,GO:0061003:positive_regulation_of_dendritic_spine_morphogenesis,GO:0070062:extracellular_exosome,GO:0071310:cellular_response_to_organic_substance,GO:1990837:sequence-specific_double-stranded_DNA_binding,GO:2000463:positive_regulation_of_excitatory_postsynaptic_potential"
rs3184504,12:111446804-111446804,SH2B3,ENSG00000111252,"GO:0001780:neutrophil_homeostasis,GO:0005068:transmembrane_receptor_protein_tyrosine_kinase_adaptor_activity,GO:0005173:stem_cell_factor_receptor_binding,GO:0005515:protein_binding,GO:0005829:cytosol,GO:0005886:plasma_membrane,GO:0007165:signal_transduction,GO:0007169:transmembrane_receptor_protein_tyrosine_kinase_signaling_pathway,GO:0008285:negative_regulation_of_cell_population_proliferation,GO:0030097:hemopoiesis,GO:0030159:signaling_receptor_complex_adaptor_activity,GO:0035162:embryonic_hemopoiesis,GO:0035556:intracellular_signal_transduction,GO:0035591:signaling_adaptor_activity,GO:0035702:monocyte_homeostasis,GO:0035855:megakaryocyte_development,GO:0036016:cellular_response_to_interleukin-3,GO:0038163:thrombopoietin-mediated_signaling_pathway,GO:0042532:negative_regulation_of_tyrosine_phosphorylation_of_STAT_protein,GO:0043407:negative_regulation_of_MAP_kinase_activity,GO:0046426:negative_regulation_of_receptor_signaling_pathway_via_JAK-STAT,GO:0048821:erythrocyte_development,GO:0051898:negative_regulation_of_protein_kinase_B_signaling,GO:0060218:hematopoietic_stem_cell_differentiation,GO:0060761:negative_regulation_of_response_to_cytokine_stimulus,GO:0070100:negative_regulation_of_chemokine-mediated_signaling_pathway,GO:0090331:negative_regulation_of_platelet_aggregation,GO:1900235:negative_regulation_of_Kit_signaling_pathway,GO:1990782:protein_tyrosine_kinase_binding,GO:1990869:cellular_response_to_chemokine"
rs653178,12:111569952-111569952,ATXN2,ENSG00000204842,"GO:0003723:RNA_binding,GO:0005829:cytosol"
rs17696736,12:112049014-112049014,NAA25,ENSG00000111300,"GO:0005515:protein_binding,GO:0005737:cytoplasm,GO:0005794:Golgi_apparatus,GO:0005829:cytosol,GO:0017196:N-terminal_peptidyl-methionine_acetylation,GO:0031416:NatB_complex"
rs614226,12:120536707-120536707,RNF10,ENSG00000022840,"GO:0000976:transcription_cis-regulatory_region_binding,GO:0003677:DNA_binding,GO:0005515:protein_binding,GO:0005634:nucleus,GO:0005737:cytoplasm,GO:0010626:negative_regulation_of_Schwann_cell_proliferation,GO:0031643:positive_regulation_of_myelination,GO:0045893:positive_regulation_of_DNA-templated_transcription,GO:0045944:positive_regulation_of_transcription_by_RNA_polymerase_II,GO:0046872:metal_ion_binding,GO:0051865:protein_autoubiquitination,GO:0061630:ubiquitin_protein_ligase_activity,GO:0098978:glutamatergic_synapse,GO:0099147:extrinsic_component_of_postsynaptic_density_membrane,GO:0099527:postsynapse_to_nucleus_signaling_pathway"
